Row ID,Order ID,Ship Mode,Customer ID,City,State,Postal Code,Region,Product ID,Sales,Quantity,Discount,Profit,OrderDate,ShipDate
2820,CA-2013-160500,First Class,DM-13015,Encinitas,California,92024,West,OFF-BI-10003784,6.72,5,0.2,2.352,2022-04-06,2022-04-09
2821,CA-2013-160500,First Class,DM-13015,Encinitas,California,92024,West,FUR-TA-10003748,298.776,3,0.2,7.4694,2022-04-06,2022-04-09
2822,CA-2014-100202,Standard Class,BD-11620,Anaheim,California,92804,West,TEC-PH-10002563,302.376,3,0.2,22.6782,2022-12-01,2022-12-06
2823,CA-2014-131016,First Class,DC-12850,Arlington,Texas,76017,Central,OFF-AR-10000122,8.928,2,0.2,0.558,2023-08-19,2023-08-21
2824,CA-2014-131016,First Class,DC-12850,Arlington,Texas,76017,Central,OFF-ST-10000352,47.584,2,0.2,-2.974,2023-08-19,2023-08-21
2825,US-2011-112914,Standard Class,MT-18070,Houston,Texas,77041,Central,OFF-PA-10003270,33.792,8,0.2,10.56,2020-08-25,2020-08-30
2826,US-2011-112914,Standard Class,MT-18070,Houston,Texas,77041,Central,FUR-BO-10003272,300.5328,2,0.32,-97.2312,2020-08-25,2020-08-30
2827,US-2011-112914,Standard Class,MT-18070,Houston,Texas,77041,Central,OFF-BI-10002982,2.724,2,0.8,-4.3584,2020-08-25,2020-08-30
2828,US-2011-112914,Standard Class,MT-18070,Houston,Texas,77041,Central,OFF-EN-10001509,3.264,2,0.2,1.1016,2020-08-25,2020-08-30
2829,CA-2013-124149,First Class,MJ-17740,Lancaster,Ohio,43130,East,OFF-PA-10002421,108.336,6,0.2,37.9176,2022-03-24,2022-03-27
2830,CA-2013-124149,First Class,MJ-17740,Lancaster,Ohio,43130,East,OFF-ST-10000760,55.92,5,0.2,6.291,2022-03-24,2022-03-27
2831,CA-2013-124149,First Class,MJ-17740,Lancaster,Ohio,43130,East,OFF-PA-10002923,78.304,2,0.2,29.364,2022-03-24,2022-03-27
2832,CA-2011-148915,Standard Class,ND-18370,Portland,Oregon,97206,West,OFF-ST-10001128,443.92,5,0.2,-94.333,2020-10-01,2020-10-05
2833,CA-2011-148915,Standard Class,ND-18370,Portland,Oregon,97206,West,TEC-PH-10000673,155.976,3,0.2,54.5916,2020-10-01,2020-10-05
2834,CA-2014-134649,Second Class,CA-11965,Hoover,Alabama,35244,South,OFF-AR-10001547,15.47,7,0.0,4.1769,2022-12-27,2023-01-01
2835,CA-2014-134649,Second Class,CA-11965,Hoover,Alabama,35244,South,OFF-BI-10001890,7.16,2,0.0,3.4368,2022-12-27,2023-01-01
2836,CA-2014-110842,Standard Class,GA-14725,Los Angeles,California,90036,West,OFF-AP-10003971,10.89,1,0.0,2.8314,2023-10-12,2023-10-17
2837,CA-2014-110842,Standard Class,GA-14725,Los Angeles,California,90036,West,OFF-PA-10000520,19.44,3,0.0,9.3312,2023-10-12,2023-10-17
2838,CA-2014-110842,Standard Class,GA-14725,Los Angeles,California,90036,West,OFF-BI-10000977,121.6,5,0.2,39.52,2023-10-12,2023-10-17
2839,CA-2013-147368,First Class,TC-21295,Tallahassee,Florida,32303,South,TEC-MA-10002178,695.7,2,0.5,-27.828,2022-05-10,2022-05-13
2840,US-2012-104185,Second Class,JB-15400,New York City,New York,10009,East,OFF-ST-10001526,120.33,1,0.0,31.2858,2021-08-03,2021-08-08
2841,US-2011-125521,Standard Class,CK-12325,Chesapeake,Virginia,23320,South,FUR-CH-10003379,1139.92,4,0.0,284.98,2020-02-14,2020-02-19
2842,US-2014-135062,Second Class,RL-19615,Fayetteville,North Carolina,28314,South,OFF-PA-10000100,229.544,7,0.2,83.2097,2023-08-01,2023-08-05
2843,CA-2014-135650,Standard Class,AC-10660,Huntsville,Texas,77340,Central,OFF-ST-10001809,143.728,2,0.2,-32.3388,2023-02-24,2023-02-28
2844,CA-2014-112865,Standard Class,BH-11710,Philadelphia,Pennsylvania,19140,East,TEC-AC-10000387,36.048,3,0.2,-0.9012,2023-04-19,2023-04-23
2845,US-2013-162852,Standard Class,BG-11695,Woodstock,Illinois,60098,Central,FUR-CH-10004853,845.488,8,0.3,-12.0784,2022-11-28,2022-12-01
2846,CA-2014-138163,First Class,XP-21865,Everett,Massachusetts,2149,East,OFF-AR-10001958,50.94,3,0.0,14.2632,2023-10-18,2023-10-21
2847,CA-2014-152093,Standard Class,SN-20560,Chicago,Illinois,60653,Central,OFF-BI-10003527,762.594,3,0.8,-1143.891,2023-08-11,2023-08-16
2848,CA-2014-157854,Standard Class,DM-13345,Roswell,Georgia,30076,South,FUR-FU-10003832,56.28,6,0.0,15.7584,2023-03-09,2023-03-16
2849,CA-2014-157854,Standard Class,DM-13345,Roswell,Georgia,30076,South,OFF-BI-10001359,2690.97,3,0.0,1264.7559,2023-03-09,2023-03-16
2850,CA-2013-123617,Standard Class,AJ-10780,Palm Coast,Florida,32137,South,OFF-BI-10002976,7.434,6,0.7,-5.6994,2022-10-29,2022-11-04
2851,US-2013-128293,First Class,KC-16255,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000736,64.784,1,0.2,-12.9568,2022-05-03,2022-05-06
2852,CA-2014-107342,Standard Class,VF-21715,Columbus,Indiana,47201,Central,OFF-PA-10001745,28.16,4,0.0,13.2352,2023-11-18,2023-11-23
2853,CA-2013-136371,Second Class,SV-20935,Oceanside,New York,11572,East,FUR-FU-10000409,14.98,1,0.0,6.8908,2022-02-20,2022-02-22
2854,CA-2013-136371,Second Class,SV-20935,Oceanside,New York,11572,East,FUR-FU-10000221,20.32,4,0.0,6.9088,2022-02-20,2022-02-22
2855,CA-2014-137344,Same Day,EM-13810,Franklin,Massachusetts,2038,East,OFF-ST-10000344,40.29,3,0.0,10.4754,2023-07-21,2023-07-21
2856,CA-2014-169810,Standard Class,RB-19360,Sioux Falls,South Dakota,57103,Central,OFF-LA-10003663,20.23,7,0.0,9.5081,2023-06-26,2023-07-01
2857,CA-2013-128594,First Class,DJ-13510,San Diego,California,92037,West,FUR-CH-10001215,1603.136,4,0.2,100.196,2022-07-27,2022-07-30
2858,CA-2013-154690,Second Class,CC-12370,Fayetteville,North Carolina,28314,South,FUR-CH-10000988,225.296,2,0.2,22.5296,2022-07-16,2022-07-18
2859,CA-2014-138975,Standard Class,SC-20380,Atlanta,Georgia,30318,South,TEC-AC-10003441,67.8,4,0.0,4.068,2023-04-20,2023-04-24
2860,CA-2014-138975,Standard Class,SC-20380,Atlanta,Georgia,30318,South,TEC-PH-10004389,377.97,3,0.0,98.2722,2023-04-20,2023-04-24
2861,CA-2014-138975,Standard Class,SC-20380,Atlanta,Georgia,30318,South,FUR-BO-10004695,1628.82,9,0.0,374.6286,2023-04-20,2023-04-24
2862,CA-2014-138975,Standard Class,SC-20380,Atlanta,Georgia,30318,South,OFF-PA-10000100,286.93,7,0.0,140.5957,2023-04-20,2023-04-24
2863,CA-2014-106537,Standard Class,RH-19495,Orlando,Florida,32839,South,OFF-PA-10000223,20.736,4,0.2,7.2576,2023-07-13,2023-07-18
2864,US-2014-103828,Same Day,JK-15370,San Francisco,California,94122,West,OFF-ST-10001325,31.44,3,0.0,8.4888,2023-07-14,2023-07-14
2865,US-2014-103828,Same Day,JK-15370,San Francisco,California,94122,West,OFF-AP-10004249,83.79,7,0.0,22.6233,2023-07-14,2023-07-14
2866,US-2014-103828,Same Day,JK-15370,San Francisco,California,94122,West,OFF-AR-10000588,59.52,3,0.0,15.4752,2023-07-14,2023-07-14
2867,US-2014-103828,Same Day,JK-15370,San Francisco,California,94122,West,OFF-SU-10000946,31.92,4,0.0,9.2568,2023-07-14,2023-07-14
2868,CA-2013-115588,Second Class,AF-10885,Toledo,Ohio,43615,East,OFF-SU-10001225,14.72,5,0.2,-3.312,2022-10-11,2022-10-13
2869,CA-2013-115588,Second Class,AF-10885,Toledo,Ohio,43615,East,OFF-ST-10001558,38.976,3,0.2,-2.436,2022-10-11,2022-10-13
2870,CA-2014-143861,Standard Class,LC-16885,Saint Petersburg,Florida,33710,South,FUR-FU-10001546,17.088,2,0.2,1.068,2023-05-13,2023-05-20
2871,CA-2011-148040,Standard Class,BF-11275,Tucson,Arizona,85705,West,OFF-PA-10002581,74.352,3,0.2,23.235,2020-02-22,2020-02-26
2872,CA-2011-148040,Standard Class,BF-11275,Tucson,Arizona,85705,West,FUR-CH-10001482,314.352,3,0.2,-35.3646,2020-02-22,2020-02-26
2873,CA-2014-135167,Standard Class,SC-20800,Los Angeles,California,90036,West,OFF-AR-10002399,4.26,1,0.0,1.7466,2023-05-16,2023-05-21
2874,CA-2014-137022,Standard Class,SW-20275,San Diego,California,92105,West,OFF-ST-10001963,811.28,8,0.0,24.3384,2023-10-17,2023-10-23
2875,US-2014-102638,First Class,MC-17845,New York City,New York,10035,East,OFF-FA-10002988,6.03,3,0.0,2.9547,2023-11-30,2023-12-01
2876,US-2013-167339,Second Class,TD-20995,San Diego,California,92037,West,FUR-CH-10004289,153.568,2,0.2,-5.7588,2021-12-21,2021-12-23
2877,US-2013-167339,Second Class,TD-20995,San Diego,California,92037,West,FUR-CH-10000785,1013.488,7,0.2,76.0116,2021-12-21,2021-12-23
2878,CA-2013-152072,Standard Class,Dp-13240,Westfield,New Jersey,7090,East,OFF-EN-10003040,52.34,2,0.0,24.5998,2021-12-15,2021-12-19
2879,CA-2013-152072,Standard Class,Dp-13240,Westfield,New Jersey,7090,East,OFF-AR-10001573,4.66,2,0.0,1.3514,2021-12-15,2021-12-19
2880,CA-2013-152072,Standard Class,Dp-13240,Westfield,New Jersey,7090,East,TEC-AC-10000844,254.97,3,0.0,91.7892,2021-12-15,2021-12-19
2881,CA-2013-102932,Second Class,SD-20485,Orange,New Jersey,7050,East,OFF-BI-10000756,25.44,6,0.0,12.72,2022-08-20,2022-08-24
2882,CA-2013-102932,Second Class,SD-20485,Orange,New Jersey,7050,East,OFF-SU-10000381,27.93,3,0.0,8.0997,2022-08-20,2022-08-24
2883,CA-2011-165540,Standard Class,TM-21010,Woodstock,Illinois,60098,Central,OFF-BI-10004094,8.85,5,0.8,-13.7175,2020-01-22,2020-01-26
2884,CA-2013-130799,Second Class,BK-11260,San Francisco,California,94110,West,FUR-FU-10001852,6.96,4,0.0,2.2272,2022-10-12,2022-10-17
2885,CA-2013-164483,Standard Class,JF-15490,San Francisco,California,94122,West,OFF-BI-10000014,17.456,2,0.2,5.8914,2021-12-30,2022-01-03
2886,US-2013-159856,Standard Class,EP-13915,Tempe,Arizona,85281,West,FUR-CH-10003396,307.92,5,0.2,-34.641,2022-09-19,2022-09-23
2887,CA-2014-102099,First Class,EP-13915,Los Angeles,California,90008,West,OFF-AR-10003811,6.63,3,0.0,1.7901,2023-11-19,2023-11-20
2888,CA-2014-102099,First Class,EP-13915,Los Angeles,California,90008,West,OFF-PA-10003172,12.96,2,0.0,6.2208,2023-11-19,2023-11-20
2889,CA-2014-102099,First Class,EP-13915,Los Angeles,California,90008,West,OFF-PA-10000289,32.4,5,0.0,15.552,2023-11-19,2023-11-20
2890,CA-2014-164049,Standard Class,KH-16630,Seattle,Washington,98105,West,OFF-PA-10000791,23.85,5,0.0,10.7325,2023-10-03,2023-10-07
2891,CA-2011-142727,Second Class,HG-14845,Lake Charles,Louisiana,70601,South,FUR-CH-10002304,51.96,2,0.0,12.99,2020-03-29,2020-04-01
2892,CA-2011-142727,Second Class,HG-14845,Lake Charles,Louisiana,70601,South,OFF-BI-10000136,17.94,3,0.0,8.6112,2020-03-29,2020-04-01
2893,CA-2014-139913,Standard Class,JC-16105,Rochester,New York,14609,East,OFF-PA-10003739,11.56,2,0.0,5.6644,2023-09-24,2023-09-30
2894,CA-2014-139913,Standard Class,JC-16105,Rochester,New York,14609,East,OFF-PA-10002479,26.4,5,0.0,11.88,2023-09-24,2023-09-30
2895,CA-2014-139913,Standard Class,JC-16105,Rochester,New York,14609,East,FUR-FU-10000771,69.08,11,0.0,29.0136,2023-09-24,2023-09-30
2896,CA-2014-139913,Standard Class,JC-16105,Rochester,New York,14609,East,TEC-PH-10001552,35.88,3,0.0,10.0464,2023-09-24,2023-09-30
2897,CA-2011-169033,Standard Class,KM-16720,Long Beach,New York,11561,East,OFF-AR-10001915,49.65,5,0.0,20.853,2020-02-29,2020-03-03
2898,US-2013-164630,Standard Class,EB-13975,Charlotte,North Carolina,28205,South,TEC-CO-10000971,959.968,4,0.2,119.996,2021-12-04,2021-12-09
2899,US-2012-114839,Standard Class,PW-19240,Houston,Texas,77036,Central,FUR-CH-10004086,408.422,2,0.3,-5.8346,2021-03-26,2021-03-30
2900,CA-2012-166464,Standard Class,PG-18895,New York City,New York,10035,East,TEC-CO-10000971,479.984,2,0.2,59.998,2021-08-12,2021-08-17
2901,CA-2012-166464,Standard Class,PG-18895,New York City,New York,10035,East,OFF-LA-10001317,12.6,4,0.0,6.048,2021-08-12,2021-08-17
2902,CA-2014-124898,Standard Class,DB-12910,Columbus,Georgia,31907,South,OFF-PA-10003656,184.66,7,0.0,84.9436,2023-08-12,2023-08-16
2903,CA-2013-164035,Standard Class,CR-12730,Chicago,Illinois,60610,Central,OFF-PA-10002160,23.12,5,0.2,8.381,2022-05-13,2022-05-18
2904,CA-2013-153577,Standard Class,KH-16330,Highland Park,Illinois,60035,Central,OFF-PA-10000575,37.464,7,0.2,12.1758,2022-05-28,2022-06-02
2905,CA-2013-153577,Standard Class,KH-16330,Highland Park,Illinois,60035,Central,FUR-CH-10003981,539.658,3,0.3,-7.7094,2022-05-28,2022-06-02
2906,CA-2011-127586,Standard Class,CS-12400,Seattle,Washington,98115,West,OFF-ST-10002615,310.12,2,0.0,80.6312,2020-08-26,2020-08-30
2907,CA-2014-121615,Standard Class,DL-12925,Eagan,Minnesota,55122,Central,OFF-PA-10000327,8.56,2,0.0,3.852,2023-10-04,2023-10-10
2908,CA-2014-121615,Standard Class,DL-12925,Eagan,Minnesota,55122,Central,OFF-ST-10001325,52.4,5,0.0,14.148,2023-10-04,2023-10-10
2909,CA-2014-121615,Standard Class,DL-12925,Eagan,Minnesota,55122,Central,OFF-LA-10001771,14.94,3,0.0,6.8724,2023-10-04,2023-10-10
2910,CA-2014-166415,Standard Class,ME-17725,Seattle,Washington,98103,West,OFF-FA-10004968,11.22,3,0.0,0.2244,2023-01-20,2023-01-24
2911,CA-2012-118444,Standard Class,VD-21670,Coral Springs,Florida,33065,South,OFF-AP-10000576,387.136,4,0.2,24.196,2021-10-05,2021-10-09
2912,CA-2011-113929,Standard Class,CK-12205,Hempstead,New York,11550,East,OFF-EN-10003286,41.4,5,0.0,19.458,2020-05-16,2020-05-21
2913,CA-2011-113929,Standard Class,CK-12205,Hempstead,New York,11550,East,OFF-AR-10003772,35.0,4,0.0,10.5,2020-05-16,2020-05-21
2914,CA-2011-113929,Standard Class,CK-12205,Hempstead,New York,11550,East,OFF-BI-10002852,39.552,3,0.2,14.3376,2020-05-16,2020-05-21
2915,CA-2012-134747,Second Class,DL-12925,Noblesville,Indiana,46060,Central,TEC-PH-10002890,135.72,3,0.0,35.2872,2021-09-12,2021-09-17
2916,CA-2012-134747,Second Class,DL-12925,Noblesville,Indiana,46060,Central,OFF-BI-10001308,12.56,2,0.0,5.652,2021-09-12,2021-09-17
2917,CA-2012-134747,Second Class,DL-12925,Noblesville,Indiana,46060,Central,TEC-PH-10001750,263.96,4,0.0,71.2692,2021-09-12,2021-09-17
2918,CA-2014-155047,First Class,SE-20110,Dallas,Texas,75220,Central,OFF-AR-10003338,5.952,1,0.2,0.372,2023-07-28,2023-07-31
2919,CA-2013-160129,Same Day,LS-17200,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002763,15.8,5,0.2,2.37,2022-10-24,2022-10-24
2920,CA-2013-160129,Same Day,LS-17200,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002088,14.368,2,0.2,3.9512,2022-10-24,2022-10-24
2921,CA-2013-160129,Same Day,LS-17200,Philadelphia,Pennsylvania,19140,East,FUR-FU-10003976,70.448,7,0.2,12.3284,2022-10-24,2022-10-24
2922,CA-2014-164329,Same Day,MM-17920,San Francisco,California,94109,West,OFF-ST-10001511,129.3,2,0.0,6.465,2022-12-31,2022-12-31
2923,US-2012-141453,Second Class,DB-13270,Austin,Texas,78745,Central,OFF-BI-10000301,3.882,3,0.8,-5.823,2021-10-30,2021-11-03
2924,CA-2011-156993,Standard Class,RW-19630,Detroit,Michigan,48234,Central,OFF-FA-10003495,6.08,1,0.0,3.04,2020-05-28,2020-06-04
2925,CA-2011-157721,First Class,JM-16195,Watertown,New York,13601,East,OFF-AP-10001303,19.9,1,0.0,8.955,2020-08-02,2020-08-05
2926,CA-2011-157721,First Class,JM-16195,Watertown,New York,13601,East,FUR-FU-10002116,70.71,1,0.0,4.9497,2020-08-02,2020-08-05
2927,CA-2014-128629,Second Class,BP-11155,Columbus,Georgia,31907,South,FUR-FU-10000771,18.84,3,0.0,7.9128,2023-06-11,2023-06-15
2928,CA-2014-158106,Standard Class,CT-11995,Apple Valley,Minnesota,55124,Central,OFF-AR-10002255,8.64,3,0.0,2.5056,2023-05-05,2023-05-11
2929,US-2014-120390,Standard Class,TH-21550,Burlington,North Carolina,27217,South,OFF-BI-10004995,1633.188,4,0.7,-1306.5504,2023-09-20,2023-09-27
2930,CA-2014-143434,Standard Class,ME-17320,Saginaw,Michigan,48601,Central,FUR-FU-10002597,19.76,4,0.0,8.2992,2023-10-19,2023-10-25
2931,CA-2012-168564,Same Day,TT-21220,San Francisco,California,94109,West,OFF-BI-10004970,6.608,2,0.2,2.2302,2021-07-08,2021-07-08
2932,CA-2012-168564,Same Day,TT-21220,San Francisco,California,94109,West,OFF-BI-10002557,7.28,2,0.2,2.73,2021-07-08,2021-07-08
2933,CA-2012-168564,Same Day,TT-21220,San Francisco,California,94109,West,FUR-CH-10000785,144.784,1,0.2,10.8588,2021-07-08,2021-07-08
2934,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,TEC-PH-10002310,156.792,1,0.2,13.7193,2022-11-07,2022-11-13
2935,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,TEC-PH-10002834,431.976,3,0.2,26.9985,2022-11-07,2022-11-13
2936,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,OFF-EN-10000927,35.89,1,0.0,16.1505,2022-11-07,2022-11-13
2937,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,OFF-BI-10001636,47.208,7,0.2,15.3426,2022-11-07,2022-11-13
2938,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,OFF-PA-10001736,248.08,7,0.0,116.5976,2022-11-07,2022-11-13
2939,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,OFF-PA-10000482,189.7,5,0.0,89.159,2022-11-07,2022-11-13
2940,US-2013-169040,Standard Class,GT-14710,Seattle,Washington,98105,West,OFF-BI-10001658,59.808,3,0.2,19.4376,2022-11-07,2022-11-13
2941,CA-2014-155880,Standard Class,JD-16150,Milwaukee,Wisconsin,53209,Central,FUR-CH-10000422,90.99,1,0.0,14.5584,2023-02-26,2023-03-01
2942,CA-2014-155880,Standard Class,JD-16150,Milwaukee,Wisconsin,53209,Central,FUR-CH-10004675,1526.56,7,0.0,427.4368,2023-02-26,2023-03-01
2943,CA-2014-155880,Standard Class,JD-16150,Milwaukee,Wisconsin,53209,Central,FUR-CH-10002880,368.97,3,0.0,40.5867,2023-02-26,2023-03-01
2944,CA-2014-126242,Standard Class,MC-18100,Los Angeles,California,90049,West,OFF-ST-10000675,305.01,9,0.0,76.2525,2023-10-20,2023-10-25
2945,CA-2014-126242,Standard Class,MC-18100,Los Angeles,California,90049,West,FUR-FU-10002685,18.7,1,0.0,7.106,2023-10-20,2023-10-25
2946,CA-2013-166443,First Class,LH-17020,San Francisco,California,94122,West,FUR-FU-10004020,38.29,7,0.0,16.4647,2022-10-05,2022-10-06
2947,CA-2014-169859,Standard Class,MP-18175,San Diego,California,92024,West,FUR-FU-10004963,26.25,3,0.0,11.025,2023-11-15,2023-11-19
2948,CA-2014-169859,Standard Class,MP-18175,San Diego,California,92024,West,OFF-BI-10000174,64.96,14,0.2,22.736,2023-11-15,2023-11-19
2949,CA-2014-169859,Standard Class,MP-18175,San Diego,California,92024,West,OFF-EN-10000461,43.7,5,0.0,20.539,2023-11-15,2023-11-19
2950,CA-2014-134915,Same Day,EM-14140,Glendale,Arizona,85301,West,TEC-AC-10001266,41.6,4,0.2,13.0,2023-10-13,2023-10-13
2951,CA-2014-134915,Same Day,EM-14140,Glendale,Arizona,85301,West,OFF-PA-10002160,23.12,5,0.2,8.381,2023-10-13,2023-10-13
2952,CA-2014-134915,Same Day,EM-14140,Glendale,Arizona,85301,West,FUR-CH-10004875,113.888,2,0.2,9.9652,2023-10-13,2023-10-13
2953,CA-2014-134915,Same Day,EM-14140,Glendale,Arizona,85301,West,FUR-FU-10000305,113.568,2,0.2,-5.6784,2023-10-13,2023-10-13
2954,CA-2014-134915,Same Day,EM-14140,Glendale,Arizona,85301,West,TEC-PH-10000347,7.92,2,0.2,0.693,2023-10-13,2023-10-13
2955,CA-2014-134915,Same Day,EM-14140,Glendale,Arizona,85301,West,TEC-PH-10001459,671.984,2,0.2,50.3988,2023-10-13,2023-10-13
2956,CA-2013-153353,Standard Class,GG-14650,New York City,New York,10035,East,TEC-PH-10000439,39.99,1,0.0,11.5971,2022-07-19,2022-07-25
2957,CA-2014-123638,Standard Class,MA-17995,Watertown,New York,13601,East,FUR-CH-10002647,191.646,3,0.1,31.941,2023-05-28,2023-06-05
2958,CA-2014-168900,Standard Class,SH-20395,Springfield,Ohio,45503,East,OFF-BI-10003910,2.313,1,0.7,-1.9275,2023-04-05,2023-04-10
2959,CA-2012-158456,Standard Class,KT-16465,Los Angeles,California,90032,West,OFF-BI-10001097,19.936,4,0.2,7.2268,2021-11-24,2021-11-29
2960,CA-2012-158456,Standard Class,KT-16465,Los Angeles,California,90032,West,OFF-FA-10004854,45.92,4,0.0,21.5824,2021-11-24,2021-11-29
2961,CA-2014-143665,Standard Class,PO-19180,Seattle,Washington,98115,West,OFF-PA-10003673,20.34,3,0.0,9.3564,2023-03-27,2023-04-02
2962,CA-2014-143665,Standard Class,PO-19180,Seattle,Washington,98115,West,OFF-LA-10002034,39.28,8,0.0,19.2472,2023-03-27,2023-04-02
2963,CA-2014-137428,Second Class,AY-10555,Oceanside,California,92054,West,FUR-CH-10002774,81.568,2,0.2,9.1764,2023-11-17,2023-11-22
2964,CA-2014-137428,Second Class,AY-10555,Oceanside,California,92054,West,FUR-CH-10003817,97.184,2,0.2,6.074,2023-11-17,2023-11-22
2965,CA-2014-137428,Second Class,AY-10555,Oceanside,California,92054,West,OFF-BI-10002949,24.32,5,0.2,8.208,2023-11-17,2023-11-22
2966,CA-2014-137428,Second Class,AY-10555,Oceanside,California,92054,West,FUR-FU-10002445,18.96,2,0.0,7.584,2023-11-17,2023-11-22
2967,CA-2011-162866,Standard Class,Co-12640,Skokie,Illinois,60076,Central,FUR-FU-10001473,32.952,6,0.6,-19.7712,2020-11-27,2020-11-30
2968,CA-2011-162866,Standard Class,Co-12640,Skokie,Illinois,60076,Central,OFF-ST-10002562,30.016,4,0.2,3.0016,2020-11-27,2020-11-30
2969,CA-2014-167941,Second Class,JF-15565,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,499.584,3,0.2,43.7136,2023-10-07,2023-10-10
2970,CA-2014-167941,Second Class,JF-15565,Fayetteville,North Carolina,28314,South,OFF-PA-10001800,31.104,6,0.2,10.8864,2023-10-07,2023-10-10
2971,CA-2014-167941,Second Class,JF-15565,Fayetteville,North Carolina,28314,South,OFF-BI-10002827,13.272,8,0.7,-10.6176,2023-10-07,2023-10-10
2972,CA-2014-167941,Second Class,JF-15565,Fayetteville,North Carolina,28314,South,FUR-FU-10004671,28.272,2,0.2,6.3612,2023-10-07,2023-10-10
2973,CA-2014-167941,Second Class,JF-15565,Fayetteville,North Carolina,28314,South,OFF-ST-10000736,259.136,4,0.2,-51.8272,2023-10-07,2023-10-10
2974,CA-2014-111808,Standard Class,AR-10510,Tulsa,Oklahoma,74133,Central,OFF-BI-10004656,10.8,5,0.0,5.184,2023-11-17,2023-11-21
2975,CA-2012-137512,Standard Class,AG-10675,Allen,Texas,75002,Central,FUR-TA-10001095,244.006,2,0.3,-31.3722,2021-04-07,2021-04-12
2976,CA-2012-137512,Standard Class,AG-10675,Allen,Texas,75002,Central,OFF-PA-10000213,15.936,4,0.2,5.3784,2021-04-07,2021-04-12
2977,CA-2014-139773,Same Day,DV-13045,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,188.552,7,0.3,-2.6936,2023-11-05,2023-11-05
2978,CA-2014-134607,Second Class,HL-15040,Rochester,New York,14609,East,OFF-ST-10002214,22.58,2,0.0,5.8708,2023-09-04,2023-09-09
2979,CA-2011-109232,Second Class,ND-18370,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,545.94,6,0.0,87.3504,2019-12-14,2019-12-17
2980,CA-2012-139850,Standard Class,GB-14575,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003848,20.736,4,0.2,7.2576,2021-05-12,2021-05-17
2981,CA-2012-139850,Standard Class,GB-14575,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003623,43.296,2,0.2,4.3296,2021-05-12,2021-05-17
2982,CA-2011-131310,Standard Class,CL-12565,Seattle,Washington,98115,West,FUR-CH-10001797,123.136,4,0.2,13.8528,2020-06-12,2020-06-18
2983,CA-2011-131310,Standard Class,CL-12565,Seattle,Washington,98115,West,OFF-BI-10003094,11.264,4,0.2,3.8016,2020-06-12,2020-06-18
2984,US-2011-112872,Second Class,RC-19960,Springfield,Oregon,97477,West,OFF-ST-10002205,53.424,3,0.2,4.6746,2020-11-06,2020-11-11
2985,US-2011-112872,Second Class,RC-19960,Springfield,Oregon,97477,West,FUR-TA-10003238,275.49,1,0.5,-170.8038,2020-11-06,2020-11-11
2986,CA-2013-139269,Standard Class,JB-16045,Columbus,Georgia,31907,South,FUR-FU-10000755,24.96,4,0.0,6.24,2022-04-26,2022-04-30
2987,CA-2013-139269,Standard Class,JB-16045,Columbus,Georgia,31907,South,OFF-PA-10002893,19.36,2,0.0,9.2928,2022-04-26,2022-04-30
2988,CA-2013-139269,Standard Class,JB-16045,Columbus,Georgia,31907,South,OFF-ST-10000689,1267.65,9,0.0,152.118,2022-04-26,2022-04-30
2989,CA-2013-139010,Second Class,MC-17635,Los Angeles,California,90032,West,TEC-AC-10004227,12.99,1,0.0,0.7794,2022-01-21,2022-01-26
2990,CA-2013-139010,Second Class,MC-17635,Los Angeles,California,90032,West,OFF-BI-10000174,18.56,4,0.2,6.496,2022-01-21,2022-01-26
2991,CA-2013-139010,Second Class,MC-17635,Los Angeles,California,90032,West,OFF-ST-10001809,449.15,5,0.0,8.983,2022-01-21,2022-01-26
2992,CA-2013-139010,Second Class,MC-17635,Los Angeles,California,90032,West,OFF-BI-10002309,31.248,7,0.2,10.9368,2022-01-21,2022-01-26
2993,CA-2013-134376,Standard Class,TT-21265,New York City,New York,10024,East,OFF-AP-10004532,61.44,3,0.0,16.5888,2022-09-03,2022-09-07
2994,CA-2014-147291,Standard Class,MJ-17740,Detroit,Michigan,48227,Central,OFF-BI-10003091,895.92,4,0.0,421.0824,2023-02-12,2023-02-18
2995,CA-2013-112893,Second Class,AT-10735,Stockton,California,95207,West,OFF-BI-10004654,55.36,4,0.2,18.684,2022-08-10,2022-08-14
2996,US-2011-150532,Standard Class,PB-19150,Phoenix,Arizona,85023,West,OFF-ST-10000760,55.92,5,0.2,6.291,2020-06-14,2020-06-21
